facility_id,facility_name,sitrep,version,report_date,text_source,event,event_date,beds,status_note,evidence_quote,confidence,facility_raw
cte-katwa,CTE Katwa (HGR),96,1,2026-08-19,pdf_text,operating,,,Two confirmed admissions,dont 2 au CTE de Katwa,high,CTE de Katwa
cte-kitatumba,CTE Kitatumba,96,1,2026-08-19,pdf_text,mention_only,,,Coordination meetings on the reception capacity of the facility,capacité d’accueil des CTE de Kitatumba et de Katwa,high,CTE de Kitatumba
cte-wamba,CTE Wamba,96,1,2026-08-19,pdf_text,expanded,,,"Hospital beds allocated to the CTE and a pavilion fitted out, raising provincial capacity to 130 beds",52 lits des HGR de Wamba et d’Isiro ont été affectés aux CTE,high,
ct-limba,CT Limba,97,1,2026-08-20,pdf_text,operating,,3,One patient in isolation for 3 beds; no ambulance available,1 patient est en isolement au centre de transit de Limba (ZS de Viadana),high,centre de transit de Limba
cte-hc-kisangani,CTE HC Kisangani,97,1,2026-08-20,pdf_text,operating,,12,Six patients isolated for 12 beds; one confirmed death,au CTE HC Kisangani portent à 6,high,CTE HC Kisangani
cte-kitatumba,CTE Kitatumba,97,1,2026-08-20,pdf_text,operating,,,Two recoveries,dont 2 guéris au CTE de Kitatumba,high,CTE de Kitatumba
ct-bambu,CT Bambu,99,1,2026-08-22,pdf_text,strained,,,Saturated for confirmed cases,des CTE de Nizi et de Bambu (confirmés),high,
ct-kigonze,CT Kigonze (IDP site),99,1,2026-08-22,pdf_text,strained,,,Saturated for suspected cases,"et de Kilo, Logo et Kigonze (suspects)",high,
ct-kilo,CT Kilo (HGR),99,1,2026-08-22,pdf_text,strained,,,Saturated for suspected cases,"et de Kilo, Logo et Kigonze (suspects)",high,
ct-logo,CT Logo,99,1,2026-08-22,pdf_text,strained,,,Saturated for suspected cases,"et de Kilo, Logo et Kigonze (suspects)",high,
ct-nizi,CT Nizi,99,1,2026-08-22,pdf_text,strained,,,Saturated for confirmed cases,des CTE de Nizi et de Bambu (confirmés),high,CTE de Nizi
cte-beni,CTE Beni,99,1,2026-08-22,pdf_text,operating,,,Three recoveries,3 guéris au CTE de Beni,high,CTE de Beni
cte-buta,CTE Buta,99,1,2026-08-22,pdf_text,under_construction,,,Construction needs to be accelerated,la construction du CTE de Buta doit être accélérée,high,CTE de Buta
cte-hc-kisangani,CTE HC Kisangani,99,1,2026-08-22,pdf_text,operating,,14,Four patients isolated for 14 beds after one admission and one recovery,admission de cas suspect au CTE HC Kisangani,high,CTE HC Kisangani
cte-isiro,CTE Isiro,99,1,2026-08-22,pdf_text,strained,,,Over capacity for confirmed cases at 120 percent; insufficiently equipped,l’occupation dépasse la capacité à Isiro (120 % confirmés),high,
cte-wamba,CTE Wamba,99,1,2026-08-22,pdf_text,strained,,,Over capacity for suspected cases at 140 percent; insufficiently equipped,Wamba (140 % suspects),high,
ct-bambu,CT Bambu,101,1,2026-08-24,pdf_text,strained,,,Saturated for confirmed cases,"des CTE de Bambu (confirmés), Kilo et Kigonze (suspects)",high,CTE de Bambu
ct-kigonze,CT Kigonze (IDP site),101,1,2026-08-24,pdf_text,strained,,,Saturated for suspected cases,Kilo et Kigonze (suspects),high,
ct-kilo,CT Kilo (HGR),101,1,2026-08-24,pdf_text,strained,,,Saturated for suspected cases,"des CTE de Bambu (confirmés), Kilo et Kigonze (suspects)",high,
cte-katwa,CTE Katwa (HGR),101,1,2026-08-24,pdf_text,operating,,,Three patients recovered at the facility gave community testimony,3 guéris du CTE de Katwa ont témoigné,high,CTE de Katwa
cte-matanda,CTE Matanda,101,1,2026-08-24,pdf_text,under_construction,,,Construction continues,poursuite des travaux de construction du CT de Matanda,high,CT de Matanda
ct-bambu,CT Bambu,102,1,2026-08-25,pdf_text,strained,,,Saturated for confirmed cases,des CTE de Bambu (confirmés) et de Kilo (suspects),high,CTE de Bambu
ct-kilo,CT Kilo (HGR),102,1,2026-08-25,pdf_text,strained,,,Saturated for suspected cases,des CTE de Bambu (confirmés) et de Kilo (suspects),high,
cte-wamba,CTE Wamba,102,1,2026-08-25,pdf_text,strained,,,Oversaturated for suspected beds,CTE Wamba en sursaturation chez les lits suspects,high,CTE Wamba
ct-bambu,CT Bambu,104,1,2026-08-26,pdf_text,strained,,,Saturated for confirmed cases,CTE de Bambu (confirmés),high,CTE de Bambu
ct-bunia,CT Bunia,104,1,2026-08-26,pdf_text,operating,,,Alerts from a point of control referred to the facility,référées au CT Bunia et au CT Elikia,high,CT Bunia
ct-kigonze,CT Kigonze (IDP site),104,1,2026-08-26,pdf_text,strained,,,Saturated for suspected cases,du CT Kigonze (suspects),high,CT Kigonze
cte-bunia,CTE Bunia (HGR),104,1,2026-08-26,pdf_text,operating,,,Recovered patients discharged,"10 guéris des CTE Bunia, CME et Elikya",high,CTE Bunia
cte-cme-bunia,CTE CME Bunia,104,1,2026-08-26,pdf_text,operating,,,Recovered patients discharged,"10 guéris des CTE Bunia, CME et Elikya",high,
cte-elikya,CTE Elikya,104,1,2026-08-26,pdf_text,operating,,,Alerts from a point of control referred to the facility,au CT Elikia,high,CT Elikia
cte-rwankole,CTE Rwankole,104,1,2026-08-26,pdf_text,operating,,,Nine recovered patients discharged,sortie de 9 guéris du CTE Rwankole,high,CTE Rwankole
cte-tuluba,CTE Tuluba,104,1,2026-08-26,pdf_text,operating,,,A validated live alert was referred to the facility,référée au CTE Tuluba,high,CTE Tuluba
cte-matanda,CTE Matanda,106,1,2026-08-28,pdf_text,under_construction,,,Roofing and partitioning continue,cloisonnement du CTE de Matanda,high,CTE de Matanda
cte-musienene,CTE Musienene,106,1,2026-08-28,pdf_text,under_construction,,,Erection works finished,fin des travaux d’érection du CTE de Musienene,high,CTE de Musienene
ct-bambu,CT Bambu,108,1,2026-08-30,pdf_text,strained,,,Saturated for confirmed cases,les CTE de Bambu (confirmés),high,CTE de Bambu
ct-kigonze,CT Kigonze (IDP site),108,1,2026-08-30,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et de Lolwa (suspects) sont saturés,high,CT de Kigonze
ct-lolwa,CT Lolwa,108,1,2026-08-30,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et de Lolwa (suspects) sont saturés,high,
ct-nizi,CT Nizi,108,1,2026-08-30,pdf_text,strained,,,Saturated for suspected cases,et de Nizi (suspects),high,
cte-isiro,CTE Isiro,108,1,2026-08-30,pdf_text,strained,,,No facility meeting standards,absence de CTE aux normes à Isiro et Wamba,low,
cte-pawa,CTE Pawa,108,1,2026-08-30,pdf_text,incident,,,A body taken from the facility was intercepted by police,un corps sans vie arraché au CTE de Pawa,high,CTE de Pawa
cte-wamba,CTE Wamba,108,1,2026-08-30,pdf_text,strained,,,No facility meeting standards,absence de CTE aux normes à Isiro et Wamba,low,
ct-bambu,CT Bambu,109,1,2026-08-31,pdf_text,strained,,,Saturated for confirmed cases,les CTE de Bambu (confirmés),high,CTE de Bambu
ct-kigonze,CT Kigonze (IDP site),109,1,2026-08-31,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et de Lolwa (suspects) sont saturés,high,CT de Kigonze
ct-lolwa,CT Lolwa,109,1,2026-08-31,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et de Lolwa (suspects) sont saturés,high,
ct-nizi,CT Nizi,109,1,2026-08-31,pdf_text,strained,,,Saturated for suspected cases,et de Nizi (suspects),high,
ct-bambu,CT Bambu,110,1,2026-09-01,pdf_text,strained,,,Saturated for confirmed cases,les CTE de Bambu (confirmés),high,CTE de Bambu
ct-kigonze,CT Kigonze (IDP site),110,1,2026-09-01,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et Lolwa (suspects) sont saturés,high,CT de Kigonze
ct-lolwa,CT Lolwa,110,1,2026-09-01,pdf_text,strained,,,Saturated for suspected cases,les CT de Kigonze et Lolwa (suspects) sont saturés,high,
ct-nizi,CT Nizi,110,1,2026-09-01,pdf_text,strained,,,Saturated for suspected cases,et de Nizi (suspects),high,
cte-beni,CTE Beni,110,1,2026-09-01,pdf_text,mention_only,,,Visited with WHO and WFP,mission de visite des CTE de Katwa et Beni,high,
cte-bunia,CTE Bunia (HGR),110,1,2026-09-01,pdf_text,operating,,,Alerts isolated and referred to the facility,référés aux CTE de Bunia et de Nyankunde,high,CTE de Bunia
cte-katwa,CTE Katwa (HGR),110,1,2026-09-01,pdf_text,mention_only,,,Visited with WHO and WFP,mission de visite des CTE de Katwa et Beni,high,CTE de Katwa
cte-nyankunde,CTE Nyankunde (HGR),110,1,2026-09-01,pdf_text,operating,,,Alerts isolated and referred to the facility,référés aux CTE de Bunia et de Nyankunde,high,
ct-nizi,CT Nizi,111,1,2026-09-02,pdf_text,strained,,,Saturated for suspected cases,le CTE de Nizi est saturé pour les suspects,high,CTE de Nizi
cte-beni,CTE Beni,111,1,2026-09-02,pdf_text,mention_only,,,Joint visit,"visite conjointe des CTE de Katwa, Beni et Matanda",high,
cte-katwa,CTE Katwa (HGR),111,1,2026-09-02,pdf_text,mention_only,,,Joint visit,"visite conjointe des CTE de Katwa, Beni et Matanda",high,CTE de Katwa
cte-mangala,CTE Mangala,111,1,2026-09-02,pdf_text,under_construction,,,Site levelling started,début des travaux d’aplanissement du site du CTE de Mangala,high,CTE de Mangala
cte-matanda,CTE Matanda,111,1,2026-09-02,pdf_text,mention_only,,,Joint visit,"visite conjointe des CTE de Katwa, Beni et Matanda",high,
cte-musienene,CTE Musienene,111,1,2026-09-02,pdf_text,planned,,,"Land prospected for a future treatment centre, with WHO, WFP and UNICEF",prospection du terrain destiné au futur centre de traitement de Musienene,high,centre de traitement de Musienene
ct-bambu,CT Bambu,112,1,2026-09-03,pdf_text,expanded,,,Extension delayed,retard d’extension des sites de Nizi et de Bambu,high,
ct-nizi,CT Nizi,112,1,2026-09-03,pdf_text,expanded,,,Extension delayed,retard d’extension des sites de Nizi et de Bambu,high,
cte-isiro,CTE Isiro,112,1,2026-09-03,pdf_text,operating,,,19 recovered patients discharged without a kit,19 guéris sortis du CTE d’Isiro sans kit,high,CTE d’Isiro
cte-lita,CTE Lita,112,1,2026-09-03,pdf_text,strained,,,Saturated for suspected cases,le CTE de Lita est saturé pour les suspects,high,CTE de Lita
cte-mangala,CTE Mangala,112,1,2026-09-03,pdf_text,under_construction,,,Site levelling continues,poursuite des travaux d’aplanissement du site du CTE de Mangala,high,CTE de Mangala
cte-nyankunde,CTE Nyankunde (HGR),112,1,2026-09-03,pdf_text,operating,,,A live alert from a point of control was transferred to the facility,transférée au CTE de Nyankunde,high,CTE de Nyankunde
ct-bambu,CT Bambu,113,1,2026-09-04,pdf_text,expanded,,,Extension delayed,un retard d’extension à Nizi et Bambu,high,
ct-logo,CT Logo,113,1,2026-09-04,pdf_text,strained,,,Saturated for suspected cases,"les sites de Nizi, Lita, Mambasa et Logo pour les suspects",high,
ct-mambasa,CT Mambasa,113,1,2026-09-04,pdf_text,strained,,,Saturated for suspected cases,"les sites de Nizi, Lita, Mambasa et Logo pour les suspects",high,
ct-mayogo,CT Mayogo,113,1,2026-09-04,pdf_text,operating,,,A validated live alert was referred to the facility,référée au CT de Mayogo,high,CT de Mayogo
ct-nizi,CT Nizi,113,1,2026-09-04,pdf_text,strained,,,Saturated for suspected cases,"les sites de Nizi, Lita, Mambasa et Logo pour les suspects",high,
ct-nizi,CT Nizi,113,1,2026-09-04,pdf_text,expanded,,,Extension delayed,un retard d’extension à Nizi et Bambu,high,
cte-cme-bunia,CTE CME Bunia,113,1,2026-09-04,pdf_text,strained,,,Saturated for confirmed cases,le CTE du CME est saturé pour les confirmés,high,CTE du CME
cte-lita,CTE Lita,113,1,2026-09-04,pdf_text,strained,,,Saturated for suspected cases,"les sites de Nizi, Lita, Mambasa et Logo pour les suspects",high,
ct-nizi,CT Nizi,114,1,2026-09-05,pdf_text,operating,,,Inter-facility transfer to the facility,"2 transferts inter-CTE, vers le CTE de Nizi",high,CTE de Nizi
cte-mongbwalu,CTE Mongbwalu,114,1,2026-09-05,pdf_text,operating,,,A live alert was isolated and transferred to the facility,transféré au CTE de Mongbwalu,high,CTE de Mongbwalu
ct-buta,CT Buta (HGR),115,1,2026-09-06,pdf_text,planned,,,Site evaluated for a transit centre at HGR Buta,évaluation du site devant abriter un centre de transit à l’HGR de Buta,high,centre de transit à l’HGR
cte-beni,CTE Beni,115,1,2026-09-06,pdf_text,operating,,,Three unstable confirmed patients on a specific diet,régime alimentaire spécifique au CTE de Beni,high,CTE de Beni
ct-kilo,CT Kilo (HGR),116,1,2026-09-07,pdf_text,strained,,,Saturated for suspected cases,"Mambasa, Lolwa et Kilo sont saturés",high,
ct-lolwa,CT Lolwa,116,1,2026-09-07,pdf_text,strained,,,Saturated for suspected cases,"les CTE/CT de Nizi, Mambasa, Lolwa et Kilo sont saturés",high,
ct-mambasa,CT Mambasa,116,1,2026-09-07,pdf_text,strained,,,Saturated for suspected cases,"les CTE/CT de Nizi, Mambasa, Lolwa et Kilo sont saturés",high,
ct-nizi,CT Nizi,116,1,2026-09-07,pdf_text,strained,,,Saturated for suspected cases,"les CTE/CT de Nizi, Mambasa, Lolwa et Kilo sont saturés",high,
cte-bafwasende,CTE Bafwasende,116,1,2026-09-07,pdf_text,under_construction,,,Construction followed up,suivi de la construction des CTE de Météo et de Bafwasende,high,
cte-beni,CTE Beni,116,1,2026-09-07,pdf_text,operating,,,Two unstable confirmed patients on a specific diet,régime alimentaire spécifique au CTE de Beni,high,CTE de Beni
cte-isiro,CTE Isiro,116,1,2026-09-07,pdf_text,operating,,,Discharge ceremony for 22 recovered patients,Cérémonie de déchargement de 22 guéris du CTE d’Isiro,high,CTE d’Isiro
cte-isiro,CTE Isiro,116,1,2026-09-07,pdf_text,strained,,,"Short of space, water and permanent electricity","celui d’Isiro d’espace, d’eau et d’électricité en permanence",high,
cte-meteo,CTE Météo,116,1,2026-09-07,pdf_text,under_construction,,,Under construction,autour du CTE de Météo en construction,high,CTE de Météo
cte-pawa,CTE Pawa,116,1,2026-09-07,pdf_text,strained,,,Lacks sanitation facilities,le CTE de Pawa manque d’installations hygiéniques,high,CTE de Pawa
ct-kigonze,CT Kigonze (IDP site),117,1,2026-09-08,pdf_text,operating,,,Six patients transferred out of this transit centre,6 du CT de Kigonze,high,CT de Kigonze
ct-kilo,CT Kilo (HGR),117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-lolwa,CT Lolwa,117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mambasa,CT Mambasa,117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mandima,CT Mandima,117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mangala,CT Mangala,117,1,2026-09-08,pdf_text,operating,,,A patient transferred out of this transit centre,1 du CT de Mangala vers le CTE de Nizi,high,CT de Mangala
ct-mangala,CT Mangala,117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-nizi,CT Nizi,117,1,2026-09-08,pdf_text,operating,,,A patient transferred in from CT Mangala,1 du CT de Mangala vers le CTE de Nizi,high,CTE de Nizi
ct-nizi,CT Nizi,117,1,2026-09-08,pdf_text,strained,,,Saturated for suspected cases,"CTE/CT saturés du côté des suspects : Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
cte-bafwasende,CTE Bafwasende,117,1,2026-09-08,pdf_text,under_construction,,,Construction followed up,suivi de la construction des CTE de Météo et de Bafwasende,high,
cte-beni,CTE Beni,117,1,2026-09-08,pdf_text,operating,,,One unstable confirmed patient on a specific diet,régime alimentaire spécifique au CTE de Beni,high,CTE de Beni
cte-bunia,CTE Bunia (HGR),117,1,2026-09-08,pdf_text,operating,,,Six patients transferred in from CT Kigonze,vers le CTE de l’HGR de Bunia,high,
cte-isiro,CTE Isiro,117,1,2026-09-08,pdf_text,strained,,,"Short of space, water and permanent electricity","celui d’Isiro d’espace, d’eau et d’électricité en permanence",high,
cte-isiro,CTE Isiro,117,1,2026-09-08,pdf_text,operating,,,Mattresses and hospital beds delivered,lits d’hospitalisation au CTE d’Isiro,high,CTE d’Isiro
cte-meteo,CTE Météo,117,1,2026-09-08,pdf_text,under_construction,,,Construction followed up,suivi de la construction des CTE de Météo et de Bafwasende,high,CTE de Météo
cte-pawa,CTE Pawa,117,1,2026-09-08,pdf_text,strained,,,Lacks sanitation facilities,le CTE de Pawa manque,high,CTE de Pawa
ct-kilo,CT Kilo (HGR),118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-lolwa,CT Lolwa,118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mambasa,CT Mambasa,118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mandima,CT Mandima,118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-mangala,CT Mangala,118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
ct-nizi,CT Nizi,118,1,2026-09-09,pdf_text,strained,,,Saturated for suspected cases,"CTE/CT saturés du côté des suspects : Nizi, Mambasa Lolwa, Kilo, Mangala et Mandima",high,
cte-bafwasende,CTE Bafwasende,118,1,2026-09-09,pdf_text,under_construction,,,Construction followed up,suivi de la construction du CTE de Bafwasende,high,CTE de Bafwasende
cte-isiro,CTE Isiro,118,1,2026-09-09,pdf_text,strained,,,"Short of space, water and permanent electricity","celui d’Isiro d’espace, d’eau et d’électricité en permanence",high,
cte-isiro,CTE Isiro,118,1,2026-09-09,pdf_text,expanded,,,Office installed and installation works followed up,d’un bureau au CTE d’Isiro et suivi des travaux d’installation de ce CTE,high,CTE d’Isiro
cte-nyankunde,CTE Nyankunde (HGR),118,1,2026-09-09,pdf_text,operating,,,A live alert was validated and transferred to the facility,transférée au CTE de Nyankunde,high,CTE de Nyankunde
cte-pawa,CTE Pawa,118,1,2026-09-09,pdf_text,strained,,,Lacks sanitation facilities,le CTE de Pawa manque,high,CTE de Pawa
cte-wamba,CTE Wamba,118,1,2026-09-09,pdf_text,operating,,,Five recovered patients awaiting discharge,5 guéris du CTE de Wamba attendent le déchargement,high,CTE de Wamba
ct-kilo,CT Kilo (HGR),119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
ct-lolwa,CT Lolwa,119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
ct-mambasa,CT Mambasa,119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
ct-mandima,CT Mandima,119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
ct-mangala,CT Mangala,119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
ct-nizi,CT Nizi,119,1,2026-09-10,pdf_text,strained,,,Saturated for suspected cases,"CTE/CT saturés du côté des suspects : Nizi, Mambasa, Lolwa, Kilo, Mangala et Mandima",high,
cte-bafwasende,CTE Bafwasende,119,1,2026-09-10,pdf_text,under_construction,,,Construction followed up,suivi de la construction du CTE de Bafwasende,high,CTE de Bafwasende
cte-isiro,CTE Isiro,119,1,2026-09-10,pdf_text,strained,,,"Short of space, water and permanent electricity","celui d’Isiro d’espace, d’eau et d’électricité en permanence",high,
cte-meteo,CTE Météo,119,1,2026-09-10,pdf_text,opened,,,Official launch by the Minister of Public Health; handed over by logistics to the case management pillar,lancement officiel du CTE Météo par Son Excellence Monsieur le Ministre de la Santé Publique,high,CTE Météo
cte-pawa,CTE Pawa,119,1,2026-09-10,pdf_text,strained,,,Lacks sanitation facilities,le CTE de Pawa manque d’installations hygiéniques,high,CTE de Pawa
cte-wamba,CTE Wamba,119,1,2026-09-10,pdf_text,operating,,,Five recovered patients awaiting discharge,5 guéris du CTE de Wamba attendent le déchargement,high,CTE de Wamba
cte-meteo,CTE Météo,122,1,2026-09-13,pdf_text,mention_only,,,Initial IPC assessment scored 90.6 percent,"évaluation initiale PCI du CTE Météo (90,6 %)",high,CTE Météo
cte-nyankunde,CTE Nyankunde (HGR),122,1,2026-09-13,pdf_text,operating,,,A validated suspected case was transferred to the facility,il a été transféré au CTE de Nyankunde,high,CTE de Nyankunde
